id	name	category	TDL	provided_by
UniProtKB:O95169	NDUFA7	biolink:Protein	Tclin	drug_central
UniProtKB:O95178	NDUFA8	biolink:Protein	Tclin	drug_central
UniProtKB:O95182	NDUFA9	biolink:Protein	Tclin	drug_central
UniProtKB:O95298	NDUFAB1	biolink:Protein	Tclin	drug_central
UniProtKB:O95299	NDUFAF1	biolink:Protein	Tclin	drug_central
UniProtKB:O96000	NDUFAF2	biolink:Protein	Tclin	drug_central
UniProtKB:P03886	NDUFAF3	biolink:Protein	Tclin	drug_central
UniProtKB:P03891	NDUFAF4	biolink:Protein	Tclin	drug_central
UniProtKB:P03897	NDUFB1	biolink:Protein	Tclin	drug_central
UniProtKB:P03901	NDUFB10	biolink:Protein	Tclin	drug_central
UniProtKB:P03905	NDUFB11	biolink:Protein	Tclin	drug_central
UniProtKB:P03915	NDUFB2	biolink:Protein	Tclin	drug_central
UniProtKB:P03923	NDUFB3	biolink:Protein	Tclin	drug_central
UniProtKB:P17568	NDUFB4	biolink:Protein	Tclin	drug_central
UniProtKB:P19404	NDUFB5	biolink:Protein	Tclin	drug_central
UniProtKB:P28331	NDUFB6	biolink:Protein	Tclin	drug_central
UniProtKB:P49821	NDUFB7	biolink:Protein	Tclin	drug_central
UniProtKB:P51970	NDUFB8	biolink:Protein	Tclin	drug_central
UniProtKB:P56181	NDUFB9	biolink:Protein	Tclin	drug_central
UniProtKB:P56556	NDUFC1	biolink:Protein	Tclin	drug_central
UniProtKB:Q16718	NDUFC2	biolink:Protein	Tclin	drug_central
UniProtKB:Q16795	NDUFS1	biolink:Protein	Tclin	drug_central
UniProtKB:Q86Y39	NDUFS2	biolink:Protein	Tclin	drug_central
UniProtKB:Q8N183	NDUFS3	biolink:Protein	Tclin	drug_central
UniProtKB:Q9BU61	NDUFS4	biolink:Protein	Tclin	drug_central
UniProtKB:Q9NRX3	NDUFS5	biolink:Protein	Tclin	drug_central
UniProtKB:Q9NX14	NDUFS6	biolink:Protein	Tclin	drug_central
UniProtKB:Q9P032	NDUFS7	biolink:Protein	Tclin	drug_central
UniProtKB:Q9P0J0	NDUFS8	biolink:Protein	Tclin	drug_central
UniProtKB:Q9UI09	NDUFV1	biolink:Protein	Tclin	drug_central
UniProtKB:Q9Y375	NDUFV2	biolink:Protein	Tclin	drug_central
UniProtKB:Q9Y6M9	NDUFV3	biolink:Protein	Tclin	drug_central
UniProtKB:Q9Y478	PRKAB1	biolink:Protein	Tbio	drug_central
DrugCentral:1726	methacholine	biolink:Drug		drug_central
DrugCentral:1728	methadone	biolink:Drug		drug_central
UniProtKB:Q9GZZ6	CHRNA10	biolink:Protein	Tbio	drug_central
DrugCentral:1729	acetylmethadol	biolink:Drug		drug_central
DrugCentral:1732	methamphetamine	biolink:Drug		drug_central
DrugCentral:1736	methanthelinium	biolink:Drug		drug_central
DrugCentral:1738	methapyrilene	biolink:Drug		drug_central
DrugCentral:1739	methaqualone	biolink:Drug		drug_central
DrugCentral:1740	metharbital	biolink:Drug		drug_central
DrugCentral:1741	methazolamide	biolink:Drug		drug_central
DrugCentral:1742	methdilazine	biolink:Drug		drug_central
DrugCentral:1745	thiamazole	biolink:Drug		drug_central
DrugCentral:1747	methocarbamol	biolink:Drug		drug_central
DrugCentral:1748	methohexital	biolink:Drug		drug_central
DrugCentral:1751	methotrexate	biolink:Drug		drug_central
UniProtKB:P41440	SLC19A1	biolink:Protein	Tchem	drug_central
UniProtKB:P15328	FOLR1	biolink:Protein	Tchem	drug_central
UniProtKB:Q96NT5	SLC46A1	biolink:Protein	Tchem	drug_central
UniProtKB:P14207	FOLR2	biolink:Protein	Tchem	drug_central
DrugCentral:1752	levomepromazine	biolink:Drug		drug_central
DrugCentral:1753	methoxamine	biolink:Drug		drug_central
DrugCentral:1754	methoxyflurane	biolink:Drug		drug_central
DrugCentral:1757	methscopolamine	biolink:Drug		drug_central
DrugCentral:1758	methsuximide	biolink:Drug		drug_central
DrugCentral:1759	methylclothiazide	biolink:Drug		drug_central
DrugCentral:1761	metildigoxin	biolink:Drug		drug_central
DrugCentral:1762	methyldopa	biolink:Drug		drug_central
DrugCentral:1763	methylthioninium chloride	biolink:Drug		drug_central
DrugCentral:1764	methylergometrine	biolink:Drug		drug_central
DrugCentral:1765	naltrexone	biolink:Drug		drug_central
DrugCentral:1766	methylparaben	biolink:Drug		drug_central
DrugCentral:1767	methylphenidate	biolink:Drug		drug_central
DrugCentral:1768	methylprednisolone	biolink:Drug		drug_central
DrugCentral:1770	methylprednisolone acetate	biolink:Drug		drug_central
DrugCentral:1771	methylprednisolone succinate	biolink:Drug		drug_central
DrugCentral:1774	methyprylon	biolink:Drug		drug_central
DrugCentral:1775	methysergide	biolink:Drug		drug_central
DrugCentral:1779	metipranolol	biolink:Drug		drug_central
DrugCentral:1780	metixene	biolink:Drug		drug_central
DrugCentral:1781	metochalcone	biolink:Drug		drug_central
DrugCentral:1782	metoclopramide	biolink:Drug		drug_central
DrugCentral:1783	metolazone	biolink:Drug		drug_central
DrugCentral:1786	metoprolol	biolink:Drug		drug_central
DrugCentral:1791	metyrapone	biolink:Drug		drug_central
DrugCentral:1792	metirosine	biolink:Drug		drug_central
UniProtKB:P07101	TH	biolink:Protein	Tclin	drug_central
DrugCentral:1794	mexiletine	biolink:Drug		drug_central
DrugCentral:1795	mezlocillin	biolink:Drug		drug_central
UniProtKB:P02768	ALB	biolink:Protein	Tchem	drug_central
UniProtKB:P14778	IL1R1	biolink:Protein	Tclin	drug_central
UniProtKB:P34972	CNR2	biolink:Protein	Tchem	drug_central
UniProtKB:P41222	PTGDS	biolink:Protein	Tbio	drug_central
DrugCentral:1796	mianserin	biolink:Drug		drug_central
DrugCentral:1797	mibefradil	biolink:Drug		drug_central
DrugCentral:1800	miconazole	biolink:Drug		drug_central
DrugCentral:1802	midazolam	biolink:Drug		drug_central
DrugCentral:1803	midodrine	biolink:Drug		drug_central
DrugCentral:1805	mifepristone	biolink:Drug		drug_central
DrugCentral:1806	miglitol	biolink:Drug		drug_central
UniProtKB:P09848	LCT	biolink:Protein	Tbio	drug_central
DrugCentral:1807	miglustat	biolink:Drug		drug_central
UniProtKB:P35573	AGL	biolink:Protein	Tbio	drug_central
UniProtKB:Q9HCG7	GBA2	biolink:Protein	Tchem	drug_central
DrugCentral:1808	milnacipran	biolink:Drug		drug_central
DrugCentral:1809	milrinone	biolink:Drug		drug_central
DrugCentral:1810	miltefosine	biolink:Drug		drug_central
UniProtKB:P31749	AKT1	biolink:Protein	Tchem	drug_central
UniProtKB:P30304	CDC25A	biolink:Protein	Tchem	drug_central
DrugCentral:1811	mimosine	biolink:Drug		drug_central
UniProtKB:P34896	SHMT1	biolink:Protein	Tbio	drug_central
DrugCentral:1812	minaprine	biolink:Drug		drug_central
DrugCentral:1814	minoxidil	biolink:Drug		drug_central
UniProtKB:P48048	KCNJ1	biolink:Protein	Tchem	drug_central
DrugCentral:1816	mirtazapine	biolink:Drug		drug_central
DrugCentral:1817	misoprostol	biolink:Drug		drug_central
DrugCentral:1818	mitiglinide	biolink:Drug		drug_central
DrugCentral:1819	mitomycin	biolink:Drug		drug_central
DrugCentral:1820	mitotane	biolink:Drug		drug_central
UniProtKB:P10109	FDX1	biolink:Protein	Tbio	drug_central
DrugCentral:1821	mitoxantrone	biolink:Drug		drug_central
UniProtKB:P11309	PIM1	biolink:Protein	Tchem	drug_central
DrugCentral:1822	mivacurium	biolink:Drug		drug_central
DrugCentral:1824	mizolastine	biolink:Drug		drug_central
DrugCentral:1825	moclobemide	biolink:Drug		drug_central
DrugCentral:1826	modafinil	biolink:Drug		drug_central
DrugCentral:1827	moexipril	biolink:Drug		drug_central
DrugCentral:1829	mofezolac	biolink:Drug		drug_central
DrugCentral:1830	molindone	biolink:Drug		drug_central
DrugCentral:1832	mometasone furoate	biolink:Drug		drug_central
DrugCentral:1834	monobenzone	biolink:Drug		drug_central
DrugCentral:1836	montelukast	biolink:Drug		drug_central
UniProtKB:Q9NS75	CYSLTR2	biolink:Protein	Tchem	drug_central
DrugCentral:1837	moperone	biolink:Drug		drug_central
DrugCentral:1842	moracizine	biolink:Drug		drug_central
DrugCentral:1845	morphine	biolink:Drug		drug_central
DrugCentral:1848	mosapride	biolink:Drug		drug_central
DrugCentral:1852	moxastine	biolink:Drug		drug_central
DrugCentral:1856	moxonidine	biolink:Drug		drug_central
DrugCentral:1857	mupirocin	biolink:Drug		drug_central
UniProtKB:P41252	IARS	biolink:Protein	Tchem	drug_central
DrugCentral:1859	mycophenolate mofetil	biolink:Drug		drug_central
UniProtKB:P12268	IMPDH2	biolink:Protein	Tclin	drug_central
UniProtKB:P20839	IMPDH1	biolink:Protein	Tclin	drug_central
DrugCentral:1860	mycophenolic acid	biolink:Drug		drug_central
DrugCentral:1862	nabilone	biolink:Drug		drug_central
DrugCentral:1863	nabumetone	biolink:Drug		drug_central
DrugCentral:1865	nadolol	biolink:Drug		drug_central
DrugCentral:1867	nafamostat	biolink:Drug		drug_central
UniProtKB:P00736	C1R	biolink:Protein	Tclin	drug_central
UniProtKB:P09871	C1S	biolink:Protein	Tchem	drug_central
UniProtKB:Q15661	TPSAB1	biolink:Protein	Tclin	drug_central
UniProtKB:Q9Y5Y6	ST14	biolink:Protein	Tchem	drug_central
DrugCentral:1868	nafarelin	biolink:Drug		drug_central
DrugCentral:1870	naftidrofuryl	biolink:Drug		drug_central
DrugCentral:1872	naftifine	biolink:Drug		drug_central
DrugCentral:1873	naftopidil	biolink:Drug		drug_central
DrugCentral:1874	nalbuphine	biolink:Drug		drug_central
DrugCentral:1875	nalidixic acid	biolink:Drug		drug_central
DrugCentral:1876	nalmefene	biolink:Drug		drug_central
DrugCentral:1877	nalorphine	biolink:Drug		drug_central
DrugCentral:1878	naloxone	biolink:Drug		drug_central
DrugCentral:1879	nandrolone	biolink:Drug		drug_central
DrugCentral:1881	nandrolone decanoate	biolink:Drug		drug_central
DrugCentral:1882	nandrolone phenpropionate	biolink:Drug		drug_central
DrugCentral:1883	naproxen	biolink:Drug		drug_central
DrugCentral:1884	naratriptan	biolink:Drug		drug_central
DrugCentral:1886	nateglinide	biolink:Drug		drug_central
DrugCentral:1887	nebivolol	biolink:Drug		drug_central
DrugCentral:1889	nedocromil	biolink:Drug		drug_central
DrugCentral:1890	nefazodone	biolink:Drug		drug_central
DrugCentral:1891	nefopam	biolink:Drug		drug_central
DrugCentral:1893	nelfinavir	biolink:Drug		drug_central
DrugCentral:1895	nemonapride	biolink:Drug		drug_central
DrugCentral:1897	neostigmine	biolink:Drug		drug_central
DrugCentral:1899	nepafenac	biolink:Drug		drug_central
DrugCentral:1900	nepinalone	biolink:Drug		drug_central
DrugCentral:1901	nesiritide	biolink:Drug		drug_central
DrugCentral:1906	nicotinamide	biolink:Drug		drug_central
UniProtKB:Q9NTG7	SIRT3	biolink:Protein	Tchem	drug_central
UniProtKB:Q8IXJ6	SIRT2	biolink:Protein	Tchem	drug_central
UniProtKB:Q9NXA8	SIRT5	biolink:Protein	Tbio	drug_central
UniProtKB:Q96EB6	SIRT1	biolink:Protein	Tchem	drug_central
UniProtKB:Q15274	QPRT	biolink:Protein	Tbio	drug_central
UniProtKB:P40261	NNMT	biolink:Protein	Tchem	drug_central
DrugCentral:1909	nicardipine	biolink:Drug		drug_central
DrugCentral:1912	niclosamide	biolink:Drug		drug_central
DrugCentral:1919	nicorandil	biolink:Drug		drug_central
DrugCentral:1920	nicotine	biolink:Drug		drug_central
UniProtKB:P11509	CYP2A6	biolink:Protein	Tchem	drug_central
DrugCentral:1922	nifedipine	biolink:Drug		drug_central
UniProtKB:O75311	GLRA3	biolink:Protein	Tchem	drug_central
DrugCentral:1923	nifekalant	biolink:Drug		drug_central
DrugCentral:1925	niflumic acid	biolink:Drug		drug_central
UniProtKB:P51800	CLCNKA	biolink:Protein	Tbio	drug_central
UniProtKB:P51801	CLCNKB	biolink:Protein	Tbio	drug_central
DrugCentral:1928	nifuroxazide	biolink:Drug		drug_central
DrugCentral:1932	nilotinib	biolink:Drug		drug_central
UniProtKB:Q7L7X3	TAOK1	biolink:Protein	Tbio	drug_central
UniProtKB:Q16288	NTRK3	biolink:Protein	Tclin	drug_central
UniProtKB:Q16620	NTRK2	biolink:Protein	Tclin	drug_central
DrugCentral:1933	nilutamide	biolink:Drug		drug_central
DrugCentral:1934	nilvadipine	biolink:Drug		drug_central
DrugCentral:1935	nimesulide	biolink:Drug		drug_central
DrugCentral:1937	nimodipine	biolink:Drug		drug_central
DrugCentral:1942	nisoldipine	biolink:Drug		drug_central
DrugCentral:1943	nitazoxanide	biolink:Drug		drug_central
DrugCentral:1944	nitisinone	biolink:Drug		drug_central
UniProtKB:P32754	HPD	biolink:Protein	Tclin	drug_central
DrugCentral:1945	nitrazepam	biolink:Drug		drug_central
DrugCentral:1947	nitrendipine	biolink:Drug		drug_central
DrugCentral:1948	nitric oxide	biolink:Drug		drug_central
DrugCentral:1949	nitrofurantoin	biolink:Drug		drug_central
DrugCentral:1950	nitrofurazone	biolink:Drug		drug_central
DrugCentral:1952	glyceryl trinitrate	biolink:Drug		drug_central
DrugCentral:1954	nitroxoline	biolink:Drug		drug_central
UniProtKB:P07858	CTSB	biolink:Protein	Tchem	drug_central
DrugCentral:1955	nizatidine	biolink:Drug		drug_central
DrugCentral:1958	nomifensine	biolink:Drug		drug_central
UniProtKB:P68871	HBA1	biolink:Protein	Tbio	drug_central
DrugCentral:1959	norelgestromin	biolink:Drug		drug_central
DrugCentral:1960	norepinephrine	biolink:Drug		drug_central
DrugCentral:1962	norethisterone	biolink:Drug		drug_central
DrugCentral:1963	norethindrone acetate	biolink:Drug		drug_central
DrugCentral:1965	norethynodrel	biolink:Drug		drug_central
DrugCentral:1967	norfloxacin	biolink:Drug		drug_central
DrugCentral:1968	norgestimate	biolink:Drug		drug_central
DrugCentral:1971	nortriptyline	biolink:Drug		drug_central
UniProtKB:P78508	KCNJ10	biolink:Protein	Tbio	drug_central
DrugCentral:1973	noscapine	biolink:Drug		drug_central
DrugCentral:1974	novobiocin	biolink:Drug		drug_central
DrugCentral:1976	buphenine	biolink:Drug		drug_central
DrugCentral:1980	octreotide	biolink:Drug		drug_central
DrugCentral:1981	ofloxacin	biolink:Drug		drug_central
DrugCentral:1982	olanzapine	biolink:Drug		drug_central
DrugCentral:1985	olmesartan medoxomil	biolink:Drug		drug_central
DrugCentral:1986	olopatadine	biolink:Drug		drug_central
DrugCentral:1987	olprinone	biolink:Drug		drug_central
DrugCentral:1988	olsalazine	biolink:Drug		drug_central
DrugCentral:1989	omapatrilat	biolink:Drug		drug_central
DrugCentral:1990	omeprazole	biolink:Drug		drug_central
DrugCentral:1992	ondansetron	biolink:Drug		drug_central
DrugCentral:1993	opipramol	biolink:Drug		drug_central
DrugCentral:1996	orlistat	biolink:Drug		drug_central
UniProtKB:Q9BV23	ABHD6	biolink:Protein	Tchem	drug_central
UniProtKB:P16233	PNLIP	biolink:Protein	Tclin	drug_central
UniProtKB:Q8N2K0	ABHD12	biolink:Protein	Tchem	drug_central
UniProtKB:Q8NCG7	DAGLB	biolink:Protein	Tchem	drug_central
UniProtKB:Q9Y4D2	DAGLA	biolink:Protein	Tchem	drug_central
UniProtKB:O95870	ABHD16A	biolink:Protein	Tchem	drug_central
UniProtKB:Q13093	PLA2G7	biolink:Protein	Tchem	drug_central
UniProtKB:P07098	LIPF	biolink:Protein	Tclin	drug_central
DrugCentral:1999	orphenadrine	biolink:Drug		drug_central
DrugCentral:2002	oteracil	biolink:Drug		drug_central
UniProtKB:P11172	UMPS	biolink:Protein	Tclin	drug_central
DrugCentral:2004	ouabain	biolink:Drug		drug_central
DrugCentral:2006	oxacillin	biolink:Drug		drug_central
DrugCentral:2008	oxametacin	biolink:Drug		drug_central
DrugCentral:2011	oxandrolone	biolink:Drug		drug_central
DrugCentral:2013	oxaprozin	biolink:Drug		drug_central
DrugCentral:2014	oxatomide	biolink:Drug		drug_central
DrugCentral:2015	oxazepam	biolink:Drug		drug_central
DrugCentral:2017	oxcarbazepine	biolink:Drug		drug_central
DrugCentral:2026	oxyphencyclimine	biolink:Drug		drug_central
DrugCentral:2027	oxprenolol	biolink:Drug		drug_central
DrugCentral:2028	oxybutynin	biolink:Drug		drug_central
DrugCentral:2029	oxycodone	biolink:Drug		drug_central
DrugCentral:2032	oxymetazoline	biolink:Drug		drug_central
DrugCentral:2033	oxymetholone	biolink:Drug		drug_central
DrugCentral:2034	oxymorphone	biolink:Drug		drug_central
DrugCentral:2036	oxyphenbutazone	biolink:Drug		drug_central
UniProtKB:Q16647	PTGIS	biolink:Protein	Tbio	drug_central
DrugCentral:2039	oxyphenonium	biolink:Drug		drug_central
DrugCentral:2042	oxytocin	biolink:Drug		drug_central
UniProtKB:P01178	OXT	biolink:Protein	Tbio	drug_central
DrugCentral:2043	ozagrel	biolink:Drug		drug_central
DrugCentral:2044	paclitaxel	biolink:Drug		drug_central
DrugCentral:2045	palmidrol	biolink:Drug		drug_central
UniProtKB:Q9Y2T6	GPR55	biolink:Protein	Tclin	drug_central
DrugCentral:2046	palonosetron	biolink:Drug		drug_central
DrugCentral:2048	pamidronic acid	biolink:Drug		drug_central
DrugCentral:2049	aminobenzoic acid	biolink:Drug		drug_central
DrugCentral:2050	aminosalicylic acid	biolink:Drug		drug_central
DrugCentral:2052	pancuronium	biolink:Drug		drug_central
DrugCentral:2054	pantoprazole	biolink:Drug		drug_central
DrugCentral:2056	papaverine	biolink:Drug		drug_central
DrugCentral:2059	paramethadione	biolink:Drug		drug_central
DrugCentral:2063	parecoxib	biolink:Drug		drug_central
DrugCentral:2065	pargyline	biolink:Drug		drug_central
DrugCentral:2066	paricalcitol	biolink:Drug		drug_central
DrugCentral:2068	paroxetine	biolink:Drug		drug_central
DrugCentral:2071	pefloxacin	biolink:Drug		drug_central
DrugCentral:2073	pemetrexed	biolink:Drug		drug_central
UniProtKB:P22102	GART	biolink:Protein	Tclin	drug_central
DrugCentral:2075	pemoline	biolink:Drug		drug_central
DrugCentral:2078	penbutolol	biolink:Drug		drug_central
UniProtKB:P02763	ORM1	biolink:Protein	Tbio	drug_central
DrugCentral:2080	penfluridol	biolink:Drug		drug_central
DrugCentral:2088	pentagastrin	biolink:Drug		drug_central
DrugCentral:2090	pentamidine	biolink:Drug		drug_central
UniProtKB:O75365	PTP4A3	biolink:Protein	Tchem	drug_central
UniProtKB:P19801	AOC1	biolink:Protein	Tchem	drug_central
UniProtKB:P04271	S100B	biolink:Protein	Tchem	drug_central
UniProtKB:P21673	SAT1	biolink:Protein	Tbio	drug_central
DrugCentral:2095	pentobarbital	biolink:Drug		drug_central
DrugCentral:2096	pentolonium	biolink:Drug		drug_central
DrugCentral:2098	pentostatin	biolink:Drug		drug_central
DrugCentral:2099	pentoxifylline	biolink:Drug		drug_central
DrugCentral:2105	pergolide	biolink:Drug		drug_central
DrugCentral:2106	perhexiline	biolink:Drug		drug_central
UniProtKB:P23786	CPT2	biolink:Protein	Tchem	drug_central
DrugCentral:2108	perindopril	biolink:Drug		drug_central
DrugCentral:2111	perlapine	biolink:Drug		drug_central
DrugCentral:2112	perospirone	biolink:Drug		drug_central
DrugCentral:2113	perphenazine	biolink:Drug		drug_central
DrugCentral:2114	phenacemide	biolink:Drug		drug_central
DrugCentral:2115	phenacetin	biolink:Drug		drug_central
DrugCentral:2119	phenazocine	biolink:Drug		drug_central
DrugCentral:2120	phenazopyridine	biolink:Drug		drug_central
DrugCentral:2121	phencyclidine	biolink:Drug		drug_central
DrugCentral:2122	phendimetrazine	biolink:Drug		drug_central
DrugCentral:2123	phenelzine	biolink:Drug		drug_central
UniProtKB:Q16853	AOC3	biolink:Protein	Tchem	drug_central
UniProtKB:O60341	KDM1A	biolink:Protein	Tchem	drug_central
DrugCentral:2126	phenformin	biolink:Drug		drug_central
DrugCentral:2130	phenindione	biolink:Drug		drug_central
DrugCentral:2131	pheniprazine	biolink:Drug		drug_central
DrugCentral:2132	pheniramine	biolink:Drug		drug_central
DrugCentral:2133	phenmetrazine	biolink:Drug		drug_central
DrugCentral:2134	phenobarbital	biolink:Drug		drug_central
DrugCentral:2135	phenolphthalein	biolink:Drug		drug_central
DrugCentral:2136	phenoxybenzamine	biolink:Drug		drug_central
DrugCentral:2138	phenprocoumon	biolink:Drug		drug_central
DrugCentral:2139	phensuximide	biolink:Drug		drug_central
DrugCentral:2140	phentermine	biolink:Drug		drug_central
DrugCentral:2142	phentolamine	biolink:Drug		drug_central
DrugCentral:2145	phenylbutazone	biolink:Drug		drug_central
DrugCentral:2146	phenylephrine	biolink:Drug		drug_central
DrugCentral:2149	phenylpropanolamine	biolink:Drug		drug_central
DrugCentral:2150	phenyltoloxamine	biolink:Drug		drug_central
DrugCentral:2152	phenytoin	biolink:Drug		drug_central
DrugCentral:2153	phloroglucinol	biolink:Drug		drug_central
DrugCentral:2156	oxagrelate	biolink:Drug		drug_central
DrugCentral:2159	physostigmine	biolink:Drug		drug_central
DrugCentral:2162	picrotoxin	biolink:Drug		drug_central
DrugCentral:2163	picrotin	biolink:Drug		drug_central
DrugCentral:2165	piketoprofen	biolink:Drug		drug_central
DrugCentral:2166	pilocarpine	biolink:Drug		drug_central
DrugCentral:2167	pilsicainide	biolink:Drug		drug_central
DrugCentral:2168	pimecrolimus	biolink:Drug		drug_central
UniProtKB:P48454	PPP3CC	biolink:Protein	Tbio	drug_central
UniProtKB:P60568	IL2	biolink:Protein	Tchem	drug_central
DrugCentral:2171	pimobendan	biolink:Drug		drug_central
DrugCentral:2172	pimozide	biolink:Drug		drug_central
UniProtKB:O94782	USP1	biolink:Protein	Tchem	drug_central
DrugCentral:2173	pinacidil	biolink:Drug		drug_central
DrugCentral:2176	pindolol	biolink:Drug		drug_central
DrugCentral:2179	pioglitazone	biolink:Drug		drug_central
DrugCentral:2180	pipamazine	biolink:Drug		drug_central
DrugCentral:2181	pipamperone	biolink:Drug		drug_central
DrugCentral:2183	pipecuronium	biolink:Drug		drug_central
DrugCentral:2193	pipotiazine palmitate	biolink:Drug		drug_central
DrugCentral:2199	pirbuterol	biolink:Drug		drug_central
DrugCentral:2200	pirenzepine	biolink:Drug		drug_central
DrugCentral:2201	piretanide	biolink:Drug		drug_central
DrugCentral:2202	piribedil	biolink:Drug		drug_central
DrugCentral:2206	pirlindole	biolink:Drug		drug_central
DrugCentral:2207	pirmenol	biolink:Drug		drug_central
DrugCentral:2210	piroxicam	biolink:Drug		drug_central
DrugCentral:2213	pirprofen	biolink:Drug		drug_central
DrugCentral:2214	pitavastatin	biolink:Drug		drug_central
DrugCentral:2220	pizotifen	biolink:Drug		drug_central
DrugCentral:2228	polythiazide	biolink:Drug		drug_central
DrugCentral:2231	pralidoxime	biolink:Drug		drug_central
DrugCentral:2232	pralmorelin	biolink:Drug		drug_central
UniProtKB:Q92847	GHSR	biolink:Protein	Tclin	drug_central
DrugCentral:2233	pramipexole	biolink:Drug		drug_central
DrugCentral:2236	pramlintide	biolink:Drug		drug_central
UniProtKB:O60894	CALCR	biolink:Protein	Tclin	drug_central
UniProtKB:P30988	RAMP1	biolink:Protein	Tclin	drug_central
UniProtKB:O60896	CALCR	biolink:Protein	Tclin	drug_central
UniProtKB:O60895	CALCR	biolink:Protein	Tchem	drug_central
DrugCentral:2237	pranlukast	biolink:Drug		drug_central
DrugCentral:2239	pravastatin	biolink:Drug		drug_central
DrugCentral:2240	prazepam	biolink:Drug		drug_central
DrugCentral:2241	praziquantel	biolink:Drug		drug_central
DrugCentral:2243	prednicarbate	biolink:Drug		drug_central
DrugCentral:2245	prednisolone	biolink:Drug		drug_central
UniProtKB:P15104	GLUL	biolink:Protein	Tchem	drug_central
UniProtKB:P05231	IL6	biolink:Protein	Tclin	drug_central
DrugCentral:2247	prednisolone acetate	biolink:Drug		drug_central
DrugCentral:2251	prednisolone tebutate	biolink:Drug		drug_central
DrugCentral:2253	prednisone	biolink:Drug		drug_central
DrugCentral:2255	pregabalin	biolink:Drug		drug_central
DrugCentral:2256	pregnenolone succinate	biolink:Drug		drug_central
DrugCentral:2258	prenalterol	biolink:Drug		drug_central
DrugCentral:2261	prenylamine	biolink:Drug		drug_central
DrugCentral:2263	pridinol	biolink:Drug		drug_central
DrugCentral:2265	prilocaine	biolink:Drug		drug_central
DrugCentral:2266	primaquine	biolink:Drug		drug_central
UniProtKB:P35869	AHR	biolink:Protein	Tchem	drug_central
DrugCentral:2267	primidone	biolink:Drug		drug_central
DrugCentral:2268	probenecid	biolink:Drug		drug_central
UniProtKB:Q9NSA0	SLC22A11	biolink:Protein	Tclin	drug_central
DrugCentral:2269	probucol	biolink:Drug		drug_central
UniProtKB:O95477	ABCA1	biolink:Protein	Tclin	drug_central
DrugCentral:2270	procainamide	biolink:Drug		drug_central
DrugCentral:2271	procaine	biolink:Drug		drug_central
DrugCentral:2273	procaterol	biolink:Drug		drug_central
DrugCentral:2274	prochlorperazine	biolink:Drug		drug_central
DrugCentral:2276	procyclidine	biolink:Drug		drug_central
DrugCentral:2278	progabide	biolink:Drug		drug_central
DrugCentral:2279	progesterone	biolink:Drug		drug_central
UniProtKB:P35610	SOAT1	biolink:Protein	Tchem	drug_central
UniProtKB:Q9UL62	TRPC5	biolink:Protein	Tchem	drug_central
DrugCentral:2281	proglumide	biolink:Drug		drug_central
DrugCentral:2284	promazine	biolink:Drug		drug_central
DrugCentral:2285	promegestone	biolink:Drug		drug_central
DrugCentral:2286	promethazine	biolink:Drug		drug_central
DrugCentral:2291	propafenone	biolink:Drug		drug_central
DrugCentral:2293	propantheline	biolink:Drug		drug_central
DrugCentral:2294	proparacaine	biolink:Drug		drug_central
DrugCentral:2296	propentofylline	biolink:Drug		drug_central
DrugCentral:2298	propiomazine	biolink:Drug		drug_central
DrugCentral:2299	propiram	biolink:Drug		drug_central
DrugCentral:2302	propofol	biolink:Drug		drug_central
DrugCentral:2303	propranolol	biolink:Drug		drug_central
DrugCentral:2308	propylthiouracil	biolink:Drug		drug_central
UniProtKB:P49895	DIO1	biolink:Protein	Tclin	drug_central
DrugCentral:2309	propyphenazone	biolink:Drug		drug_central
DrugCentral:2311	proquazone	biolink:Drug		drug_central
DrugCentral:2313	proscillaridin	biolink:Drug		drug_central
DrugCentral:2316	protirelin	biolink:Drug		drug_central
DrugCentral:2318	protokylol	biolink:Drug		drug_central
DrugCentral:2320	protriptyline	biolink:Drug		drug_central
DrugCentral:2326	pseudoephedrine	biolink:Drug		drug_central
DrugCentral:2328	pyrazinamide	biolink:Drug		drug_central
DrugCentral:2330	pyridostigmine	biolink:Drug		drug_central
DrugCentral:2331	mepyramine	biolink:Drug		drug_central
DrugCentral:2332	pyrimethamine	biolink:Drug		drug_central
DrugCentral:2336	quazepam	biolink:Drug		drug_central
DrugCentral:2337	quetiapine	biolink:Drug		drug_central
DrugCentral:2338	mepacrine	biolink:Drug		drug_central
DrugCentral:2340	quinapril	biolink:Drug		drug_central
DrugCentral:2342	quinestrol	biolink:Drug		drug_central
DrugCentral:2343	quinethazone	biolink:Drug		drug_central
DrugCentral:2345	quingestanol acetate	biolink:Drug		drug_central
DrugCentral:2346	quinidine	biolink:Drug		drug_central
DrugCentral:2350	rabeprazole	biolink:Drug		drug_central
DrugCentral:2351	raloxifene	biolink:Drug		drug_central
UniProtKB:O14939	PLD2	biolink:Protein	Tchem	drug_central
UniProtKB:Q13393	PLD1	biolink:Protein	Tchem	drug_central
DrugCentral:2352	raltegravir	biolink:Drug		drug_central
UniProtKB:P32246	CCR1	biolink:Protein	Tchem	drug_central
DrugCentral:2353	raltitrexed	biolink:Drug		drug_central
DrugCentral:2354	ramatroban	biolink:Drug		drug_central
DrugCentral:2355	ramelteon	biolink:Drug		drug_central
